date,gross_return,cost,net_return,turnover,gross_exposure,net_exposure,factor_count,equity,drawdown
2019-08-19,0.0023256455320718973,0.0,0.0023256455320718973,0.0,1.0000000000000002,-3.469446951953614e-17,2,1.0190017316368787,-0.001463804041651473
2019-08-20,-0.0009033053604261643,0.0,-0.0009033053604261643,0.0,1.0000000000000002,-3.469446951953614e-17,2,1.0180812619104076,-0.0023657871400402097
2019-08-21,-0.000300973885022625,0.0,-0.000300973885022625,0.0,1.0000000000000002,-3.469446951953614e-17,2,1.0177748460377418,-0.0026660489849159585
2019-08-22,-0.0025471360740752106,0.0006248956390494739,-0.0031720317131246844,1.2497912780989477,1.0,-5.204170427930421e-18,2,1.0145464319492896,-0.005829623906111636
2019-08-23,-0.001628156715818104,0.0,-0.001628156715818104,0.0,1.0,-5.204170427930421e-18,2,1.0128945913626022,-0.007448289080616233
2019-08-26,-0.0007185646705291909,0.0,-0.0007185646705291909,0.0,1.0,-5.204170427930421e-18,2,1.0121667610942788,-0.008161501673756288
2019-08-27,0.0006395290039395462,0.0,0.0006395290039395462,0.0,1.0,-5.204170427930421e-18,2,1.0128140710948221,-0.007527192186852827
2019-08-28,-0.0027899202774178374,0.0,-0.0027899202774178374,0.0,1.0,-5.204170427930421e-18,2,1.0099884005806206,-0.010296112198156626
2019-08-29,0.004507825988107684,0.0,0.004507825988107684,0.0,1.0,-5.204170427930421e-18,2,1.0145412525404451,-0.005834699292192269
2019-08-30,0.0004550548250712264,0.0,0.0004550548250712264,0.0,1.0,-5.204170427930421e-18,2,1.0150029244326475,-0.005382299575186766
2019-09-03,-0.0007227951078365934,0.0,-0.0007227951078365934,0.0,1.0,-5.204170427930421e-18,2,1.0142692852844277,-0.006101204383221592
2019-09-04,0.0007593608042682602,0.0,0.0007593608042682602,0.0,1.0,-5.204170427930421e-18,2,1.0150394816246457,-0.00534647659442089
2019-09-05,0.0037660078768332965,0.0,0.0037660078768332965,0.0,1.0,-5.204170427930421e-18,2,1.018862128307741,-0.0016006035905553606
2019-09-06,-0.001434558477552359,0.0,-0.001434558477552359,0.0,1.0,-5.204170427930421e-18,2,1.0174005110041202,-0.0030328659086575893
2019-09-09,0.0008732698299602109,0.0,0.0008732698299602109,0.0,1.0,-5.204170427930421e-18,2,1.0182889761753662,-0.0021622445889938335
2019-09-10,0.0016834994573837903,0.0,0.0016834994573837903,0.0,1.0,-5.204170427930421e-18,2,1.0200032651142172,-0.0004823852692024122
2019-09-11,-0.0003131995459350825,0.0,-0.0003131995459350825,0.0,1.0,-5.204170427930421e-18,2,1.019683800554731,-0.000795433732290296
2019-09-12,-0.0009847463372038884,0.0,-0.0009847463372038884,0.0,1.0,-5.204170427930421e-18,2,1.0186796706670287,-0.0017793967690398205
2019-09-13,0.00040188175466652045,0.0,0.00040188175466652045,0.0,1.0,-5.204170427930421e-18,2,1.0190890594405195,-0.0013782301214689818
2019-09-16,0.008224247283584535,0.0,0.008224247283584535,0.0,1.0,-5.204170427930421e-18,2,1.027470299869354,0.0
2019-09-17,-0.0005637882347412919,0.0,-0.0005637882347412919,0.0,1.0,-5.204170427930421e-18,2,1.0268910242027414,-0.000563788234741347
2019-09-18,-0.0014962520807378918,0.0,-0.0014962520807378918,0.0,1.0,-5.204170427930421e-18,2,1.025354536371087,-0.0020591967461599525
2019-09-19,0.00122155743431162,0.0,0.00122155743431162,0.0,1.0,-5.204170427930421e-18,2,1.0266070658277962,-0.0008401547389423891
2019-09-20,-0.0014213389482448334,0.0008174020230275218,-0.0022387409712723554,1.6348040460550435,1.0000000000000002,2.7755575615628914e-17,2,1.0243087585281299,-0.0030770148213783433
2019-09-23,0.00044986319625525597,0.0,0.00044986319625525597,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0247695573401936,-0.002628535860845549
2019-09-24,-0.0024708490075423806,0.0,-0.0024708490075423806,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.02223750649648,-0.005092890153164831
2019-09-25,0.00048550101922100494,0.0,0.00048550101922100494,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.02273380384777,-0.004609861737303933
2019-09-26,-0.001549147998053215,0.0,-0.001549147998053215,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.021149437822998,-0.006151868377275438
2019-09-27,-0.0009153672901581979,0.0,-0.0009153672901581979,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0202147110292514,-0.00706160444834758
2019-09-30,0.0028103315055483065,0.0,0.0028103315055483065,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0230818525740808,-0.0042711183922602425
2019-10-01,0.004775194389732852,0.0,0.004775194389732852,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0279672672967302,0.0
2019-10-02,0.0004127541311669896,0.0,0.0004127541311669896,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0283915650330113,0.0
2019-10-03,0.0009660434341719816,0.0,0.0009660434341719816,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0293850359521695,0.0
2019-10-04,0.0017498118116512462,0.0,0.0017498118116512462,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0311862660468156,0.0
2019-10-07,0.00046821638017925963,0.0,0.00046821638017925963,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0316690843475946,0.0
2019-10-08,0.00034847498784183317,0.0,0.00034847498784183317,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0320285952192194,0.0
2019-10-09,-0.0003465005411893605,0.0,-0.0003465005411893605,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.031670996752453,-0.0003465005411893429
2019-10-10,-0.000865016800066382,0.0,-0.000865016800066382,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.030778584008121,-0.001211217612466342
2019-10-11,-0.0018159344947807025,0.0,-0.0018159344947807025,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0289067576209394,-0.0030249526154039197
2019-10-14,0.0009981186550492142,0.0,0.0009981186550492142,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.029933728650027,-0.002029853221990896
2019-10-15,0.0028401489221290066,0.0,0.0028401489221290066,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0328588938193166,0.0
2019-10-16,0.001462932576074387,0.0,0.001462932576074387,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.034369896741573,0.0
2019-10-17,0.0009634478182664954,0.0,0.0009634478182664954,0.0,1.0000000000000002,2.7755575615628914e-17,2,1.0353664581618693,0.0
2019-10-18,0.0010332600270566068,0.0005698302727779597,0.00046342975427864704,1.1396605455559194,0.9999999999999999,3.8163916471489756e-17,2,1.0358462777851638,0.0
2019-10-21,0.0019154176113464461,0.0,0.0019154176113464461,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0378303559882813,0.0
2019-10-22,-0.001212907924855654,0.0,-0.001212907924855654,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0365715633248473,-0.0012129079248557328
2019-10-23,0.0023396718979198,0.0,0.0023396718979198,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0389968006817414,0.0
2019-10-24,-0.0005280690915728056,0.0,-0.0005280690915728056,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0384481385850584,-0.0005280690915727693
2019-10-25,0.00041827765089468786,0.0,0.00041827765089468786,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0388824982330418,-0.00011001232017715523
2019-10-28,8.758110740440914e-05,0.0,8.758110740440914e-05,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0389734847127001,-2.2440847773474992e-05
2019-10-29,-0.0011729809797755004,0.0,-0.0011729809797755004,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0377547885766412,-0.001195395504861252
2019-10-30,-0.004892688660069065,0.0,-0.004892688660069065,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.03267737749064,-0.006082235466899344
2019-10-31,0.002018474921475599,0.0,0.002018474921475599,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.03476181087908,-0.004076037385180253
2019-11-01,-0.0018603875352876755,0.0,-0.0018603875352876755,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0328367529041287,-0.005928841911323257
2019-11-04,0.002317648263420723,0.0,0.002317648263420723,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0352305052108939,-0.0036249346180625697
2019-11-05,0.00244411452625484,0.0,0.00244411452625484,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.037760727126702,-0.0011896798471644487
2019-11-06,-0.0035896655597561144,0.0,-0.0035896655597561144,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0340355131852677,-0.0047750748541461885
2019-11-07,0.0031120271571629865,0.0,0.0031120271571629865,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0372534597837713,-0.0016779078596067531
2019-11-08,-0.0007070605508458187,0.0,-0.0007070605508458187,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0365200587811298,-0.00238378202799705
2019-11-11,-0.001306295679169248,0.0,-0.001306295679169248,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0351660571069718,-0.003686963783002928
2019-11-12,0.0001654786235391998,0.0,0.0001654786235391998,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0353373549612364,-0.003522095273155723
2019-11-13,6.260500430534436e-05,0.0,6.260500430534436e-05,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0354021722608011,-0.003459710769640134
2019-11-14,-0.0022959247845422558,0.0,-0.0022959247845422558,0.0,0.9999999999999999,3.8163916471489756e-17,2,1.0330249667515388,-0.005747692318478936
2019-11-15,-0.003810739515343461,0.0006179785461087269,-0.004428718061452188,1.2359570922174536,1.0,1.3877787807814457e-17,2,1.0284499904233553,-0.010150955471148526
2019-11-18,0.0018528651915738236,0.0,0.0018528651915738236,0.0,1.0,1.3877787807814457e-17,2,1.0303555696118851,-0.008316898631628433
2019-11-19,-0.0028116474717303974,0.0,-0.0028116474717303974,0.0,1.0,1.3877787807814457e-17,2,1.0274585729796026,-0.011105161916348472
2019-11-20,0.0004919743628118428,0.0,0.0004919743628118428,0.0,1.0,1.3877787807814457e-17,2,1.02796405625636,-0.01061865100849424
2019-11-21,-0.0010272816599022944,0.0,-0.0010272816599022944,0.0,1.0,1.3877787807814457e-17,2,1.0269080476343289,-0.011635024322962706
2019-11-22,-0.0009693119912936259,0.0,-0.0009693119912936259,0.0,1.0,1.3877787807814457e-17,2,1.025912653349801,-0.012593058345661046
2019-11-25,-0.002543002176040699,0.0,-0.002543002176040699,0.0,1.0,1.3877787807814457e-17,2,1.0233037552399047,-0.015104036346925809
2019-11-26,0.0023365895622822676,0.0,0.0023365895622822676,0.0,1.0,1.3877787807814457e-17,2,1.0256947961134424,-0.012802738718320272
2019-11-27,0.0010627387418565145,0.0,0.0010627387418565145,0.0,1.0,1.3877787807814457e-17,2,1.0267848417105927,-0.011753605942901646
2019-11-29,-0.0005583864024948004,0.0,-0.0005583864024948004,0.0,1.0,1.3877787807814457e-17,2,1.0262114990166937,-0.012305429291657566
2019-12-02,0.0003543795841083406,0.0,0.0003543795841083406,0.0,1.0,1.3877787807814457e-17,2,1.0265751674209225,-0.011955410500463892
2019-12-03,0.0007887597642296098,0.0,0.0007887597642296098,0.0,1.0,1.3877787807814457e-17,2,1.0273848886079413,-0.011176080683002021
2019-12-04,-0.0001300052305695978,0.0,-0.0001300052305695978,0.0,1.0,1.3877787807814457e-17,2,1.027251323198614,-0.011304632964625583
2019-12-05,6.777978176169468e-05,0.0,6.777978176169468e-05,0.0,1.0,1.3877787807814457e-17,2,1.0273209500691147,-0.011237619408419275
2019-12-06,-0.0003980884623971876,0.0,-0.0003980884623971876,0.0,1.0,1.3877787807814457e-17,2,1.0269119854517132,-0.011631234304185223
2019-12-09,0.002307840832663231,0.0,0.002307840832663231,0.0,1.0,1.3877787807814457e-17,2,1.02928193486329,-0.009350236508983367
2019-12-10,-0.001988748548734551,0.0,-0.001988748548734551,0.0,1.0,1.3877787807814457e-17,2,1.027234951909092,-0.011320389788430418
2019-12-11,-0.001721079764841719,0.0,-0.001721079764841719,0.0,1.0,1.3877787807814457e-17,2,1.0254669986196232,-0.013021986259476925
2019-12-12,-0.002375559471605796,0.0,-0.002375559471605796,0.0,1.0,1.3877787807814457e-17,2,1.0230309407782332,-0.015366611228284976
2019-12-13,-0.0013728842151141708,0.0,-0.0013728842151141708,0.0,1.0,1.3877787807814457e-17,2,1.0216264377480653,-0.01671839886540405
2019-12-16,0.002031928636315253,0.0007705485191604136,0.0012613801171548395,1.5410970383208271,0.9999999999999998,3.469446951953614e-17,2,1.0229150970238003,-0.01547810700416885
2019-12-17,-0.0025066770506777932,0.0,-0.0025066770506777932,0.0,0.9999999999999998,3.469446951953614e-17,2,1.020350979225299,-0.017945985439231316
2019-12-18,0.005788907855463686,0.0,0.005788907855463686,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0262576970242663,-0.012260965239850874
2019-12-19,0.001354519629147185,0.0,0.001354519629147185,0.0,0.9999999999999998,3.469446951953614e-17,2,1.027647783219449,-0.010923053328793397
2019-12-20,-0.0004659906371122834,0.0,-0.0004659906371122834,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0271689089742195,-0.011383953925325763
2019-12-23,-0.0008592327781799232,0.0,-0.0008592327781799232,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0262863317789015,-0.012233405237147887
2019-12-24,4.380100604936673e-05,0.0,4.380100604936673e-05,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0263312841527281,-0.012190140066555277
2019-12-26,0.0024443237634421463,0.0,0.0024443237634421463,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0288399700997468,-0.009775612952157453
2019-12-27,-0.0008000029460715366,0.0,-0.0008000029460715366,0.0,0.9999999999999998,3.469446951953614e-17,2,1.028016895092631,-0.01056779537906749
2019-12-30,0.001321399319738488,0.0,0.001321399319738488,0.0,0.9999999999999998,3.469446951953614e-17,2,1.029375315918486,-0.009260360336954099
2019-12-31,0.0022778127413395437,0.0,0.0022778127413395437,0.0,0.9999999999999998,3.469446951953614e-17,2,1.0317200401287057,-0.007003640962379376
